cid,smiles,ik
7577,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,YBRVSVVVWCFQMG-UHFFFAOYSA-N
10332,CC1=CC(=C(C=C1)N)N,DGRGLKZMKWPMOH-UHFFFAOYSA-N
10522,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,RAPBNVDSDCTNRC-UHFFFAOYSA-N
5934,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,LVTFSVIRYMXRSR-UHFFFAOYSA-N
11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],ZXJXZNDDNMQXFV-UHFFFAOYSA-M
11831,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],XFOHWECQTFIEIX-UHFFFAOYSA-N
4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,QXKHYNVANLEOEG-UHFFFAOYSA-N
727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N
7771,CC1=CC(=C(C=C1)O)C,KUFFULVDNCHOFZ-UHFFFAOYSA-N
7050,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,AFYCEAFSNDLKSX-UHFFFAOYSA-N
6436,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,YNDXUCZADRHECN-JNQJZLCISA-N
50896,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,MFSWTRQUCLNFOM-UHFFFAOYSA-N
31356,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,PQYJRMFWJJONBO-UHFFFAOYSA-N
6001,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,ARSRBNBHOADGJU-UHFFFAOYSA-N
727200,C1CCC(CC1)NC(=S)NC2CCCCC2,KAJICSGLHKRDLN-UHFFFAOYSA-N
7092,CC1=CC2=C(C=C1)OC(=O)C=C2,FXFYOPQLGGEACP-UHFFFAOYSA-N
5543,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,MWBPRDONLNQCFV-UHFFFAOYSA-N
27189,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,WXZVAROIGSFCFJ-UHFFFAOYSA-N
9161,C1=CC2=C3C(=C1)C=CC3=CC=C2,HXGDTGSAIMULJN-UHFFFAOYSA-N
5281004,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,VOVIALXJUBGFJZ-KWVAZRHASA-N
9154,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,GVEPBJHOBDJJJI-UHFFFAOYSA-N
6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,CVXBEEMKQHEXEN-UHFFFAOYSA-N
5361514,CC(C)[C@H](C1=CC=C(C=C1)Cl)C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,NYPJDWWKZLNGGM-BJKOFHAPSA-N
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,BXNANOICGRISHX-UHFFFAOYSA-N
62097,CCCCNC(=O)OCC#CI,WYVVKGNFXHOCQV-UHFFFAOYSA-N
12525,CC(=O)[O-].CC(=O)[O-].[Mn+2],UOGMEBQRZBEZQT-UHFFFAOYSA-L
2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,CWJSHJJYOPWUGX-UHFFFAOYSA-N
29732,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,CHNUNORXWHYHNE-UHFFFAOYSA-N
8663,C1=CC=C2C=C(C=CC2=C1)O,JWAZRIHNYRIHIV-UHFFFAOYSA-N
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,KEQFTVQCIQJIQW-UHFFFAOYSA-N
38479,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],CHIFOSRWCNZCFN-UHFFFAOYSA-N
11933,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,BXAONUZFBUNTQR-UHFFFAOYSA-N
11860,C1=C(C=C(C(=C1Cl)N)Cl)N,HQCHAOKWWKLXQH-UHFFFAOYSA-N
3485262,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],DUBNHZYBDBBJHD-UHFFFAOYSA-L
3589,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,FRCCEHPWNOQAEU-UHFFFAOYSA-N
36242,CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,QXJKBPAVAHBARF-UHFFFAOYSA-N
6336,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,HZJKXKUJVSEEFU-UHFFFAOYSA-N
7421,CN(C)C1=CC(=CC=C1)O,MESJRHHDBDCQTH-UHFFFAOYSA-N
6028,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,VGVRPFIJEJYOFN-UHFFFAOYSA-N
5125,CCCCSP(=O)(SCCCC)SCCCC,ZOKXUAHZSKEQSS-UHFFFAOYSA-N
79878,CCN(CC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,FQNKTJPBXAZUGC-UHFFFAOYSA-N
75576,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,LVLNPXCISNPHLE-UHFFFAOYSA-N
6,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,VYZAHLCBVHPDDF-UHFFFAOYSA-N
2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,CJJOSEISRRTUQB-UHFFFAOYSA-N
86607,CCC(C)OC(=O)C1=CC=C(C=C1)O,ZUOTXZHOGPQFIU-UHFFFAOYSA-N
4632,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,DXGLGDHPHMLXJC-UHFFFAOYSA-N
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,MXWJVTOOROXGIU-UHFFFAOYSA-N
8607,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,HKIOYBQGHSTUDB-UHFFFAOYSA-N
21307,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,GYSSRZJIHXQEHQ-UHFFFAOYSA-N
638024,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,MXXWOMGUGJBKIW-YPCIICBESA-N
7814,C1=CC(=CC=C1N)N,CBCKQZAAMUWICA-UHFFFAOYSA-N
5881,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,FMGSKLZLMKYGDP-USOAJAOKSA-N
1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,DGEZNRSVGBDHLK-UHFFFAOYSA-N
991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],LCCNCVORNKJIRZ-UHFFFAOYSA-N
5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,FNYLWPVRPXGIIP-UHFFFAOYSA-N
27465,C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,UXOXUHMFQZEAFR-UHFFFAOYSA-N
7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,ICUTUKXCWQYESQ-UHFFFAOYSA-N
7579,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,HLBLWEWZXPIGSM-UHFFFAOYSA-N
33775,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,NVGOPFQZYCNLDU-UHFFFAOYSA-N
4936,CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,ZYHMJXZULPZUED-UHFFFAOYSA-N
5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-ZBRFXRBCSA-N
5954,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,DXBHBZVCASKNBY-UHFFFAOYSA-N
13690,C1CCCCCC(=O)NCCCCC1,JHWNWJKBPDFINM-UHFFFAOYSA-N
2733525,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,FQZYTYWMLGAPFJ-OQKDUQJOSA-N
12310947,C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,QBYJBZPUGVGKQQ-SJJAEHHWSA-N
7013,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,XQVWYOYUZDUNRW-UHFFFAOYSA-N
158076,CC(C)(C)[C@H]([C@@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,RMOGWMIKYWRTKW-KGLIPLIRSA-N
13450,CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,IROINLKCQGIITA-UHFFFAOYSA-N
7057,C1=CC=C2C=C(C=CC2=C1)N,JBIJLHTVPXGSAM-UHFFFAOYSA-N
5284366,C[NH+](C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)[O-])\C(=O)O,DBAKFASWICGISY-BTJKTKAUSA-N
5280373,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,WUADCCWRTIWANL-UHFFFAOYSA-N
4928,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,ISEUFVQQFVOBCY-UHFFFAOYSA-N
8152,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],DDXLVDQZPFLQMZ-UHFFFAOYSA-M
8362,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,WSSJONWNBBTCMG-UHFFFAOYSA-N
11776,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,RIOQSEWOXXDEQQ-UHFFFAOYSA-N
7005,C1=CC=C2C(=C1)C=CC=C2O,KJCVRFUGPWSIIH-UHFFFAOYSA-N
81259,CC(C)CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,VHLLJTHDWPAQEM-UHFFFAOYSA-N
8749,CN(C)C1=CC=C(C=C1)N=O,CMEWLCATCRTSGF-UHFFFAOYSA-N
992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,IZUPBVBPLAPZRR-UHFFFAOYSA-N
5053,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,VEMKTZHHVJILDY-UHFFFAOYSA-N
2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,LCFVJGUPQDGYKZ-UHFFFAOYSA-N
62630,C1C(O1)COC2=CC=C(C=C2)C(C3=CC=C(C=C3)OCC4CO4)C(C5=CC=C(C=C5)OCC6CO6)C7=CC=C(C=C7)OCC8CO8,HDDQXUDCEIMISH-UHFFFAOYSA-N
62311,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,UXTIAFYTYOEQHV-UHFFFAOYSA-N
8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,QQBPIHBUCMDKFG-UHFFFAOYSA-N
39676,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,FSCWZHGZWWDELK-UHFFFAOYSA-N
43079,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,YWBVHLJPRPCRSD-UHFFFAOYSA-N
26177,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,ASLWPAWFJZFCKF-UHFFFAOYSA-N
8455,CCC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)CC,WMVJWKURWRGJCI-UHFFFAOYSA-N
8615,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,PXWNBAGCFUDYBE-UHFFFAOYSA-N
54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N
87984,CCN(CCN)C1=CC=CC(=C1)C,FTMVEUXYYDLYFH-UHFFFAOYSA-N
108938,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl,LUKPNZHXJRJBAN-UHFFFAOYSA-N
60962,C1=CC=C(C=C1)NN.Cl,JOVOSQBPPZZESK-UHFFFAOYSA-N
2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,XCSGPAVHZFQHGE-UHFFFAOYSA-N
62306,CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,PFJJMJDEVDLPNE-UHFFFAOYSA-N
7103,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N
66166,CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,HTVITOHKHWFJKO-UHFFFAOYSA-N
7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,HUWXDEQWWKGHRV-UHFFFAOYSA-N
8418,C1=CC=C2C=C3C=CC=CC3=CC2=C1,MWPLVEDNUUSJAV-UHFFFAOYSA-N
36606,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-],NEKOXWSIMFDGMA-UHFFFAOYSA-N
24633,[Cl-].[Cl-].[Cd+2],YKYOUMDCQGMQQO-UHFFFAOYSA-L
6868,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O,KYARBIJYVGJZLB-UHFFFAOYSA-N
441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,DDUHZTYCFQRHIY-RBHXEPJQSA-N
38037,C1=CC(=CC(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl,RIBGNAJQTOXRDK-UHFFFAOYSA-N
8689,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,ALIFPGGMJDWMJH-UHFFFAOYSA-N
5284416,[Cl-].[Cl-].[Hg+2],LWJROJCJINYWOX-UHFFFAOYSA-L
7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,PFRYFZZSECNQOL-UHFFFAOYSA-N
3610,CCCCCCC1=C(C=C(C=C1)O)O,WFJIVOKAWHGMBH-UHFFFAOYSA-N
6014,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,XXPDBLUZJRXNNZ-UHFFFAOYSA-N
6128,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,AEMFNILZOJDQLW-QAGGRKNESA-N
2319,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],SMDHCQAYESWHAE-UHFFFAOYSA-N
2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N
5368821,C/C=C(\C)/C=C/C=C(C)C,GQVMHMFBVWSSPF-SOYUKNQTSA-N
8571,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,WXNRYSGJLQFHBR-UHFFFAOYSA-N
4793,CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O,IOUNQDKNJZEDEP-UHFFFAOYSA-N
13271,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],XXYMSQQCBUKFHE-UHFFFAOYSA-N
24502,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],KMUONIBRACKNSN-UHFFFAOYSA-N
5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,REFJWTPEDVJJIY-UHFFFAOYSA-N
16043,CC(C)(C)C1=C(C=CC(=C1)O)O,BGNXCDMCOKJUMV-UHFFFAOYSA-N
73852,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,OKJFKPFBSPZTAH-UHFFFAOYSA-N
5111791,C1=CC(=C(C=C1[N+](=O)[O-])N)N,RAUWPNXIALNKQM-UHFFFAOYSA-N
289,C1=CC=C(C(=C1)O)O,YCIMNLLNPGFGHC-UHFFFAOYSA-N
62530,CC(C)(C)CC(C)(C)C1=CC=CC=C1O,XSXWOBXNYNULJG-UHFFFAOYSA-N
22772,C(SC#N)SC#N,JWZXKXIUSSIAMR-UHFFFAOYSA-N
444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,SHGAZHPCJJPHSC-YCNIQYBTSA-N
86102,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,PXMNMQRDXWABCY-UHFFFAOYSA-N
17170,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,KSCQDDRPFHTIRL-UHFFFAOYSA-N
4929,CC(C)NC1=NC(=NC(=N1)SC)NC(C)C,AAEVYOVXGOFMJO-UHFFFAOYSA-N
785,C1=CC(=CC=C1O)O,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
6536972,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,MECHNRXZTMCUDQ-VLOQVYPSSA-N
10377,CCCCCC1=CC(=CC(=C1)O)O,IRMPFYJSHJGOPE-UHFFFAOYSA-N
5362,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,ONWXNHPOAGOMTG-UHFFFAOYSA-N
2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,BGEBZHIAGXMEMV-UHFFFAOYSA-N
7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,HFACYLZERDEVSX-UHFFFAOYSA-N
34192,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,QHTQREMOGMZHJV-UHFFFAOYSA-N
11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,BFPSDSIWYFKGBC-UHFFFAOYSA-N
3224,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,RDYMFSUJUZBWLH-UHFFFAOYSA-N
13283,CC1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C)N,WECDUOXQLAIPQW-UHFFFAOYSA-N
12902,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,PFEFOYRSMXVNEL-UHFFFAOYSA-N
12472902,C1=CC(=C(C=C1C(=O)C2=C(C=C(C=C2)O)O)O)O,UQQYIAVMUUJWGX-UHFFFAOYSA-N
9153,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N
8305,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,MLGCXEBRWGEOQX-UHFFFAOYSA-N
17719,CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O,AZYRZNIYJDKRHO-UHFFFAOYSA-N
7031,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,VVBLNCFGVYUYGU-UHFFFAOYSA-N
7232,C1CCC(CC1)NSC2=NC3=CC=CC=C3S2,DEQZTKGFXNUBJL-UHFFFAOYSA-N
15787,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,XITQUSLLOSKDTB-UHFFFAOYSA-N
8411,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,JRBJSXQPQWSCCF-UHFFFAOYSA-N
1988,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,VTNQPKFIQCLBDU-UHFFFAOYSA-N
76013,CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)(C)C3=CC=CC=C3,FMUYQRFTLHAARI-UHFFFAOYSA-N
3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N
6040503,CC(=O)/C=C/C1=CC2=C(C=C1)OCO2,XIYPXOFSURQTTJ-NSCUHMNNSA-N
8981,CC1=CC(NC2=CC=CC=C12)(C)C,ZNRLMGFXSPUZNR-UHFFFAOYSA-N
174223,CC1=C(C2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N)S(=O)(=O)O,KGZUHYIHYBDNLC-UHFFFAOYSA-N
31426,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],FYXKXZFTZBYYNP-UHFFFAOYSA-N
177,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N
46783367,C[C@H]1/C=C/C=C\C=C\C=C\C=C\C=C\C=C\[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,APKFDSVGJQXUKY-IATLUPDASA-N
10771,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl,MCTQNEBFZMBRSQ-UHFFFAOYSA-N
8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],UREZNYTWGJKWBI-UHFFFAOYSA-M
82917,[CH-]1C=CC=C1.[CH-]1C=CC=C1.Cl[V]Cl,UMGIRDUNLQIEBM-UHFFFAOYSA-L
6537498,CCC(CC(C(C(C(C(C)Cl)Cl)Cl)Cl)Cl)Cl,GJGHBJCMOWRRSZ-UHFFFAOYSA-N
10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,LQGUBLBATBMXHT-UHFFFAOYSA-N
6731,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O,IZMJMCDDWKSTTK-UHFFFAOYSA-N
5889,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,LHRCREOYAASXPZ-UHFFFAOYSA-N
13816,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])N)C)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N.[Na+].[Na+],SUXCALIDMIIJCK-UHFFFAOYSA-L
6450278,C/C=C/1\C(=O)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,WDXRGPWQVHZTQJ-OSJVMJFVSA-N
2724411,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O.C(=O)(C(=O)[O-])O.C(=O)(C(=O)[O-])O,CNYGFPPAGUCRIC-UHFFFAOYSA-L
460612,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,SGDBTWWWUNNDEQ-LBPRGKRZSA-N
60934,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O,IRHXGOXEBNJUSN-YOXDLBRISA-N
108005,O.O.[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+],JYDRNIYTFCBIFC-UHFFFAOYSA-N
5590,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,JYCQQPHGFMYQCF-UHFFFAOYSA-N
5283711,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,QYSXJUFSXHHAJI-FVUVGDFOSA-N
5281575,COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=O)O2)OC,XLHIYUYCSMZCCC-VMPITWQZSA-N
6627,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(Cl)Cl,OSXYHAQZDCICNX-UHFFFAOYSA-N
10754,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl,RUAXWVDEYJEWRY-UHFFFAOYSA-N
1674,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,PPQNQXQZIWHJRB-UHFFFAOYSA-N
158629,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Br)Br)Br)Br)Br)Br,PCEAPJVBSINMNW-UHFFFAOYSA-N
23892,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,KJDSORYAHBAGPP-UHFFFAOYSA-N
16682804,CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,WDQNIWFZKXZFAY-UHFFFAOYSA-M
104741,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,VWUXBMIQPBEWFH-WCCTWKNTSA-N
5702746,CC[C@H](C)COC(=O)/C=C/C1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC,FKZXVOQEYXOXAD-VPCHJHAQSA-N
16217238,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(=[N-])=NC#N,DOMOOBQQQGXLGU-UHFFFAOYSA-N
11181836,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,HYNYWFRJHNNLJA-UHFFFAOYSA-N
11674455,CCCCN1C=C[N+](=C1)C.Cl[Fe-](Cl)(Cl)Cl,FYHLFBVHUIJIII-UHFFFAOYSA-J
22078297,CCCCCCCCCCN1C=C[N+](=C1)C.[Br-],HOISBTKPPVRFDS-UHFFFAOYSA-M
2734225,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],HTZVLLVRJHAJJF-UHFFFAOYSA-M
10044526,CCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,OXZSRXCEZNETER-UHFFFAOYSA-N
2775940,CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[Cl-],GJYWPRKIEORZLX-UHFFFAOYSA-M
46226173,[B-](F)(F)(F)F.CCCCCCCCCCCCN1C=C[N+](=C1)C,DXBLSHGDRZIBJZ-UHFFFAOYSA-N
23160059,CCCCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],RSNWMNCQEJIOHL-UHFFFAOYSA-M
