row_idx,inchikey,name,std_smiles
1987,YLTHQMNZJFHTGP-OCCSQVGLSA-N,OADMET-0003384,CC(C)(C)c1coc(CNC(=O)N[C@H]2C[C@@H]2c2ccc(F)cc2F)n1
1988,JKZVPHGLLHOJCU-UHFFFAOYSA-N,OADMET-0003383,C=CCn1cccc1C(=O)NCc1c(C)nn(-c2ccccc2)c1C
1989,DAEYVJQXDCUQSJ-UHFFFAOYSA-N,OADMET-0003381,O=C(NCc1nnc2ccc(C(F)(F)F)cn12)N1CC2CSCC(C2)C1
1990,PCMIEOMKKZBEQA-UHFFFAOYSA-N,OADMET-0003380,Cc1nnnn1-c1ccc(C(=O)N2CC(C)Cc3ccccc32)c(F)c1
1991,YGHLOUSQDXCSTJ-UHFFFAOYSA-N,OADMET-0003379,Cc1cc(C(=O)NC(CO)c2ccccc2C(F)(F)F)oc1C
1992,YWNGTWNDJWRHHL-UHFFFAOYSA-N,OADMET-0003378,CCc1ccc(S(=O)(=O)N2CCCc3cnn(C)c32)cc1
1993,DOJYOJFSOYDGID-UHFFFAOYSA-N,OADMET-0003377,Cc1c(Br)cccc1CCNC(=O)c1ncoc1C1CC1
1994,AGOYKHUKFFLSAC-UHFFFAOYSA-N,OADMET-0003376,Cc1cc(F)ccc1CC(C)NC(=O)N1CCCC(C2CCCCO2)C1
1995,VTPPQRPCTSPWQW-UHFFFAOYSA-N,OADMET-0003375,COC(=O)c1cnc(NC(C)c2nccc(C)n2)cc1C(F)(F)F
1996,PKEODMGHJQPADK-UFYCRDLUSA-N,OADMET-0003374,COc1ccc2c(c1)[C@@H](NC(=O)N[C@H]1CCCC[C@@H]1NS(=O)(=O)C1CC1)CCC2
1997,FCVNDTYHJTVMTR-UHFFFAOYSA-N,OADMET-0003373,O=C(Nc1ccc(Cn2cccn2)cc1)c1cc(-c2ccncc2)on1
1998,NYBLFTZINHDINX-UHFFFAOYSA-N,OADMET-0003372,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NS(=O)(=O)c1cccc(Cl)c1O
1999,QPJMZWIDGGGYND-UHFFFAOYSA-N,OADMET-0003371,CC(NC(=O)c1snc(O)c1Cl)c1cc(F)ccc1N(C)C
2000,JLSAOURMGVQCAS-UHFFFAOYSA-N,OADMET-0003370,CC(c1nnc[nH]1)N1CC=C(c2cncc3ccccc23)CC1
2001,DTVSFPZIDDRFQY-UHFFFAOYSA-N,OADMET-0003369,Cc1[nH]c2ncnn2c(=O)c1CCOC(=O)c1cncc(C(C)C)c1
2002,ROCHYYDLLNPZHR-UHFFFAOYSA-N,OADMET-0003368,Cc1cn(C)nc1CS(=O)(=O)Cc1c(C)cc(C(C)(C)C)cc1C
2003,DHTRYQIITKASDN-UHFFFAOYSA-N,OADMET-0003367,CC(C)n1nnc(NC(=O)N2CC3(CCC3)C2c2ccccc2)n1
2004,IGXIRCPFMQWSCR-UHFFFAOYSA-N,OADMET-0003366,Cn1nccc1C1(NC(=O)Nc2nc(C(C)(C)C)ns2)CC1
2005,BUPPGQFEXOMNPK-UHFFFAOYSA-N,OADMET-0003365,CC(C)C1CCc2ccccc2C1NC(=O)CS(=O)(=O)C(C)(C)C
2006,XTRQCVSHVGEAGT-UHFFFAOYSA-N,OADMET-0003364,Cc1c(C(=O)Nc2ccc(OC(F)(F)F)c(Cl)c2)nnn1-c1cccc2ncccc12
2007,SCUBPTQSBOQMSF-IRQVJJOJSA-N,OADMET-0003363,O=C(NC1CCN(C2CCCCC2)C1=O)N[C@]1(c2ccccc2F)C[C@@H](F)C1
2008,CRVQDOYHKFFXJG-UHFFFAOYSA-N,OADMET-0003362,Cc1csc(CNC(=O)c2cc(C(=O)OC(C)(C)C)n(-c3ccccc3)n2)n1
2009,SPRLTYFEFFYAKP-UHFFFAOYSA-N,OADMET-0003361,CNC(=O)Nc1cccc(C(=O)Nc2ccc3[nH]c(-c4ccncc4)nc3c2)c1
2010,JADCLIQRTLJAFD-UHFFFAOYSA-N,OADMET-0003360,CC1(C)C=Cc2cccc(NCC(O)CC3(O)CCCC3)c2O1
2011,CRVORUWSJSSCNI-UHFFFAOYSA-N,OADMET-0003358,O=C(c1cccc(C(F)(F)F)c1O)N1CCOC(C2CCCCC2)C1
2012,UCGHBZIAFOPHKJ-UHFFFAOYSA-N,OADMET-0003357,N#CCc1ccc(NC(=O)NC2(c3c(F)cccc3F)CCC2)c(Cl)c1
2013,ZZUABFJSUAZGIZ-UHFFFAOYSA-N,OADMET-0003356,Cc1cnc2c(cnn2CC(=O)NC2(c3ccccc3Cl)CC2)c1
2014,CODZALLZJSHHRX-UHFFFAOYSA-N,OADMET-0003355,CCc1cc(N2CCC(NC(=O)c3cccc(C)c3F)CC2)ncn1
2015,JCMSNAYKGNYCLD-UHFFFAOYSA-N,OADMET-0003354,CC1CNCC(Cn2cc(-c3cn4ccccc4n3)nn2)C1
2016,LSPWUIAOGNCBFN-UHFFFAOYSA-N,OADMET-0003353,COc1ccccc1C1CCN(C(=O)c2nccc3cccnc23)C1
2017,FKJZOOQAJVWNRL-OAHLLOKOSA-N,OADMET-0003352,COCC(C)(C)c1noc([C@@H](C(C)C)N2Cc3ccccc3C2=O)n1
2018,NDMAALWNYYOILE-UHFFFAOYSA-N,OADMET-0003351,COc1ccc(O)c(CNC(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)c1
2019,YCKQLOFLKFDRSW-UHFFFAOYSA-N,OADMET-0003350,CCc1cc(NC(=O)N2CC3(CCCC3)C2c2ccccc2)no1
2020,WQKIOCBNYCWHQB-UHFFFAOYSA-N,OADMET-0003349,COc1c(C)cnc(CN(C)C(=O)NC2CCCOC2CC(C)C)c1C
2021,RAQMKDXAEMZEKK-UHFFFAOYSA-N,OADMET-0003348,COc1ccccc1-c1cn(Cc2noc3c2CC(C)(C)CC3)nn1
2022,NCOWWLCVNJALQC-UHFFFAOYSA-N,OADMET-0003347,CN1CCN(C(=O)Nc2ccc(N3CCCCC3)nc2)Cc2ccccc21
2023,JGPOEKOQMNZHLT-UHFFFAOYSA-N,OADMET-0003346,C=C1CCN(C(=O)Nc2nnc(SCc3ccccc3)s2)C1
2024,ATFFWNIHJPKPHE-UHFFFAOYSA-N,OADMET-0003345,CCC(Cc1ccc(C)cc1)NC(=O)NC(c1cccc(C(F)(F)F)c1)c1nnc[nH]1
2025,LFYAZSYJXZDHFQ-UHFFFAOYSA-N,OADMET-0003344,Cc1cccc2c1N(C1CC1)CCN2C(=O)c1cc(-c2ccco2)[nH]n1
2026,FFXRXVHUHDFJBQ-QGZVFWFLSA-N,OADMET-0003343,Cc1c(Cl)c(CN2Cc3ccccc3C[C@@H]2C(=O)NC2CC2)nn1C
2027,QSZRQFNMYAGQIR-UHFFFAOYSA-N,OADMET-0003342,COc1cc(C)nc(N2CCN(C(=O)c3cccc(C(C)C)n3)CC2)n1
2028,CCFPURFYUXRBIA-UHFFFAOYSA-N,OADMET-0003341,O=S(=O)(Nc1cccc(Cl)c1N1CCOCC1)c1cccc2ccccc12
2029,XEQHFXIWNWJZPJ-KBPBESRZSA-N,OADMET-0003340,C[C@H]1CCN(C(=O)c2ccccc2Oc2cnn(C)c2)[C@@H](C)C1
2030,UTWIGADZJMBLSA-TXEJJXNPSA-N,OADMET-0003339,CC(C)(C(=O)N1C[C@@H]2CS(=O)(=O)C[C@@H]2C1)N1CCOCC1
2031,YGFKTZKRYFNSGY-UHFFFAOYSA-N,OADMET-0003338,CC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Oc2ccc(C#N)cc2)c1
2032,ZUAYBNIRDLJINI-UHFFFAOYSA-N,OADMET-0003337,O=C(c1nc(-c2ccccc2)n2c1CCCCC2)N1C2CCC1c1cn[nH]c1C2
2033,NRBLYRIODSNMDY-UHFFFAOYSA-N,OADMET-0003336,Cc1ccc(C)c(N(C)S(=O)(=O)c2ccc3c(cnn3C(C)C)c2)c1
2034,RMRUSFOEZGLHSH-UHFFFAOYSA-N,OADMET-0003335,Cc1nn(C)c(C)c1C(=O)NCc1c(C)c2ccccc2n1C
2035,HXJWEJOIHWHYQT-UHFFFAOYSA-N,OADMET-0003334,CCN(C(=O)c1nc(CC(F)(F)F)sc1C)C12CC3CC(CC(C3)C1)C2
2036,FEDKXLZMWHZUKL-UHFFFAOYSA-N,OADMET-0003333,CC1(Cc2cccs2)CCCN1C(=O)Cn1nnc2c1CCCC2
2037,AKSXAYZVDURNIA-UHFFFAOYSA-N,OADMET-0003332,O=C(c1cc(Cl)ccc1NCc1ncnn1-c1ccccc1)N1CCCC1
2038,LZXPPMKDZFTSDQ-UHFFFAOYSA-N,OADMET-0003331,COc1cccc(C(O)CNC(=O)c2ccc(N3CCCCCC3)nc2)c1
2039,GXYHSKJJUTYTCB-UHFFFAOYSA-N,OADMET-0003330,Cc1cc2c(o1)CC(C)(C)CC2NC(=O)c1c[nH]c2ccccc2c1=O
2040,FQIGRACDNIOPES-UHFFFAOYSA-N,OADMET-0003329,Cn1nc(-c2nc(-c3ccc(C(F)(F)F)[nH]c3=O)no2)c2c1CCSC2
2041,AXUDEHDIXOYDDR-UHFFFAOYSA-N,OADMET-0003328,CNc1ccc(C#N)cc1NS(=O)(=O)c1c[nH]c2cc(C(F)(F)F)ccc12
2042,GGZDIENQTDGRBU-UHFFFAOYSA-N,OADMET-0003327,Cc1cccnc1S(=O)(=O)NCC(OC1CCCC1)C(F)(F)F
2043,HXFMIMISQOZYGB-UHFFFAOYSA-N,OADMET-0003326,Cn1nc(C(=O)Nc2cnc3c(c2)CCCC3)c2c1CCCC2
2044,UCLIBLSNLJTFCY-UHFFFAOYSA-N,OADMET-0003325,O=C(NCc1cccc2c1OCO2)N1CCCC2(CC=CCC2)C1
2045,BRJNERMIVVDFKS-UHFFFAOYSA-N,OADMET-0003324,CN1C(=O)CCCc2occ(C(=O)N3CCc4c3ccc(Cl)c4Cl)c21
2046,ZMKZXDGCUKIWHG-UHFFFAOYSA-N,OADMET-0003323,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1
2047,FAADDWZKJJDRAC-UHFFFAOYSA-N,OADMET-0003322,Cc1cccnc1C(NC(=O)c1csc2cncn12)C(C)(C)C
2048,HYXZXWHIICEOQZ-UHFFFAOYSA-N,OADMET-0003321,Cc1cccc2c1CN(C(=O)C1CCCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)C1)CC2
2049,FHFCYNRPXCADTG-UHFFFAOYSA-N,OADMET-0003320,Cc1oc(-c2cccs2)nc1CC(=O)N(C)Cc1c(F)cccc1Cl
2050,UDWPCCDEHUZNNF-UHFFFAOYSA-N,OADMET-0003319,Cc1ccc(S(=O)(=O)CC(C)NC2CCC23CCCC3)cc1
2051,CALFQHMXANLWPL-UHFFFAOYSA-N,OADMET-0003318,Cc1cccc(CC2(O)CCN(C(=O)c3c(C)[nH]c4ccccc34)CC2)c1
2052,XOMVDHGGEGIVAE-UHFFFAOYSA-N,OADMET-0003317,Nc1ccn2ncc(C(=O)NC3CC(=O)N(C4CC4)C3)c2c1
2053,PAHHJKGABHEMIV-UHFFFAOYSA-N,OADMET-0003316,CC(C)(C)c1ccc(S(=O)(=O)NCCCN2CCCCCC2=O)s1
2054,SBSGAKBWWPKTNZ-UHFFFAOYSA-N,OADMET-0003315,COc1ccc(C2(NC(=O)c3c[nH]c4ncc(Br)cc34)CC2)cc1
2055,IVLDPMHWGKSBBD-UHFFFAOYSA-N,OADMET-0003314,COC(=O)c1c(CN(CC2CCCC(C)C2)OC)nn2c1CCCC2
2056,SQUSSIAIAYCBCQ-UHFFFAOYSA-N,OADMET-0003313,Cc1nn(C)cc1C1CCCN1C(=O)c1cnn(C2CCC2)c1
2057,IKXFXRWEWOAMHI-UHFFFAOYSA-N,OADMET-0003312,CS(=O)(=O)NCc1ccc(C(=O)N2CCCCCc3ccccc32)o1
2058,YLWQHKTZALGVJJ-UHFFFAOYSA-N,OADMET-0003311,CCCc1c(NCc2nnnn2C(C)(C)C)cnn1-c1ccccc1C
2059,OMBZJEPVTDRQIY-UHFFFAOYSA-N,OADMET-0003310,CCOC(=O)c1cnc(NC2C(=O)NCC2(CC)CC)s1
2060,NZXZVJDZSWTYTP-UHFFFAOYSA-N,OADMET-0003309,CN(C)S(=O)(=O)c1cc(C(=O)NC(Cc2ccccc2)C(=O)Nc2ccccc2)ccc1F
2061,VDDCFMULUARAJA-UHFFFAOYSA-N,OADMET-0003308,NC(=O)C(Cc1ccccc1)n1cc(-c2cccc3c2CCCC3)nn1
2062,GGQJTMVJNYFFAV-UHFFFAOYSA-N,OADMET-0003306,COc1ccc(C)cc1S(=O)(=O)NC1CC(C)(C)Oc2ccccc21
2063,YRVKBKLYUFHSLV-UHFFFAOYSA-N,OADMET-0003305,O=C(Nc1ccc(C(F)(F)F)nn1)Nc1cc(CC2CCCCC2)n[nH]1
2064,DLPZOUAOFZPIHF-UHFFFAOYSA-N,OADMET-0003303,CC(=O)N1CCCN(Cc2nc(-c3ccc(F)c(C)c3)no2)c2ccccc21
2065,LEDJLUQJWMIKFN-UHFFFAOYSA-N,OADMET-0003302,O=C(Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)Nc1cn[nH]c1
2066,CSYSEJHFUQKRJP-UHFFFAOYSA-N,OADMET-0003301,CCc1cc(NC(=O)NC2Cc3ccccc3N(C)C2=O)ccc1C
2067,WDWXLGUKGPSCJB-UHFFFAOYSA-N,OADMET-0003300,O=C(c1cc2ccccc2oc1=O)N1CCN(C2CC2)c2ccccc21
2068,AYZNOHWQRVXHNK-UHFFFAOYSA-N,OADMET-0003299,O=c1c(NS(=O)(=O)c2cnn3c2CCCC3)cccn1C(F)F
2069,YHXAVSAGUBBLLW-UHFFFAOYSA-N,OADMET-0003298,CCc1cccc(C)c1NS(=O)(=O)c1ccc(C)c(C(=O)OC)c1
2070,VUODWNPUQSCMQY-AWEZNQCLSA-N,OADMET-0003297,C[C@H]1CN(C)c2ccccc2CN1C(=O)Nc1cc(-c2ccsc2)nn1C
2071,XNIZHZFXHODYBR-GOSISDBHSA-N,OADMET-0003296,COc1ccccc1[C@H](O)CNC(=O)C1(c2cc(F)cc(F)c2)CCCC1
2072,OXEBQHUGNKQHBU-UHFFFAOYSA-N,OADMET-0003295,COc1cc(Cl)ccc1C(=O)N1CCC(c2c[nH]c3ncccc23)CC1
2073,KDWINTKNCFXETQ-UHFFFAOYSA-N,OADMET-0003294,Cc1cccc2c1sc(=O)n2CC(=O)N1CCCCC1C
2074,DQRKLJLCGIJAQU-UHFFFAOYSA-N,OADMET-0003293,CC(NC(=O)C1CCCN1C(=O)Cc1ccccc1)c1nc2ccccc2n1C
2075,ZEIYNFWGCRLGRA-UHFFFAOYSA-N,OADMET-0003292,CC1CN(C(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)c2ccccc2O1
2076,SQUDKELOJLLRRO-UHFFFAOYSA-N,OADMET-0003291,CN1CCN(C(=O)c2c3ccc(Br)cc3nn2C)c2ccc(F)cc21
2077,XZMAKBABKHTJSA-LLVKDONJSA-N,OADMET-0003289,C[C@@H](NC(=O)NCc1nc(C(C)(C)C)co1)c1ccc(Cl)cc1
2078,RFQIFUFNVMNYKF-UHFFFAOYSA-N,OADMET-0003288,O=c1[nH]c(C2CCCCO2)nc2scc(-c3ccccc3Cl)c12
2079,WMYCJMKODWMDQF-UHFFFAOYSA-N,OADMET-0003287,CC(C)(C(=O)N1CCCc2occc2C1)c1ccc(F)c(Cl)c1
2080,DTUKXKKNJZKJAJ-UHFFFAOYSA-N,OADMET-0003286,CC(C)CC1(c2nc(-c3ccccc3F)no2)CCNC1=O
2081,ZWGFNGTXTLBDPF-UHFFFAOYSA-N,OADMET-0003285,O=C(NS(=O)(=O)c1ccc(-n2cccn2)c(F)c1)c1ccnn1-c1ccccc1
2082,RSIOEWHOJVUUFH-SKDZVZGDSA-N,OADMET-0003284,O=C(Nc1cc(Cl)ccc1OCC1CCC1)N1CC[C@H]2CC[C@H](O)[C@H]21
2083,ABEXPSKBOVMHEU-UHFFFAOYSA-N,OADMET-0003283,CN(C(=O)Nc1nc(C2CCOCC2)cs1)C1CCCC1C(C)(C)C
2084,FINXLSLQWDTUQT-AYWPPYMVSA-N,OADMET-0003282,CC1(C)CC(c2nc([C@H]3CCO[C@@H]3C(C)(C)C)no2)c2ccccc2O1
2085,AREAGOCNFVOBCP-UHFFFAOYSA-N,OADMET-0003281,Cc1noc2ncc(S(=O)(=O)Nc3ccc(CN4C(=O)CCCC4=O)cc3)cc12
2086,CFHSABGKSLQBCT-UHFFFAOYSA-N,OADMET-0003280,Cn1cc(C#N)c(NC(=O)c2cc(C3CC3)n(C(C)(C)C)n2)n1
2087,ZUWJKCQLZRWURZ-UHFFFAOYSA-N,OADMET-0003279,O=C(Nc1cc(CC2CC2)nn1-c1ccccc1)N1CCCC(F)(F)CC1
2088,RMVUNFLPGVVXHW-UHFFFAOYSA-N,OADMET-0003278,CC(NC(=O)CCc1ccc2[nH]ccc2c1)c1ccccc1NS(=O)(=O)c1cccs1
2089,AYMGCRJCRHBSKT-UHFFFAOYSA-N,OADMET-0003277,CSc1ccccc1S(=O)(=O)N1CCCCC1c1cnn(C)c1
2090,CJCNATFYPQAVNP-QWHCGFSZSA-N,OADMET-0003276,O=C(NC1CCC(F)(F)CC1)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2
2091,OSHRLKOQGCXBEL-UHFFFAOYSA-N,OADMET-0003275,O=C1NCCC1(c1nc(C2(c3ccccc3)CCOCC2)no1)C1CCCC1
2092,LNYARUVZMUWYKJ-UHFFFAOYSA-N,OADMET-0003274,CCc1c[nH]c2ncnc(NCc3ccc(CO)c(F)c3)c12
2093,OCYMWPBXGLDFGM-UHFFFAOYSA-N,OADMET-0003273,CC(C)S(=O)(=O)c1ccccc1C(=O)N1CC2(CCC2)c2ccccc21
2094,WZIATYNXIWLVKZ-UHFFFAOYSA-N,OADMET-0003272,Cc1cc(CS(=O)(=O)N2CCc3c(cccc3C(C)C)C2)no1
2095,RGIVDFBCWQLKIN-UHFFFAOYSA-N,OADMET-0003271,CCC1CN(C(=O)c2cnn3cccc(OC)c23)c2ccccc2O1
2096,MXLQVUMVBMQOGL-UHFFFAOYSA-N,OADMET-0003270,CC(C)(C)c1nc(CCNS(=O)(=O)Cc2noc3c2CCCCC3)no1
2097,WLVIIPPJETZWMM-UHFFFAOYSA-N,OADMET-0003269,Cc1ccnc(-c2cn(Cc3cccc4ccccc34)nn2)n1
2098,VPPGWCWDOYSEGZ-UHFFFAOYSA-N,OADMET-0003268,COc1ccc(CNc2cc(OC)ncn2)c(OC2CCCC2)c1
2099,DUVALDLJIYQNBJ-UHFFFAOYSA-N,OADMET-0003267,COC1(c2ccnn2C)CN(c2ncnc3scc(C)c23)C1
2100,WBYJISAUOUBXPW-UHFFFAOYSA-N,OADMET-0003266,CCN(CC)S(=O)(=O)c1ccc(OC(C)C)c(NS(=O)(=O)N(C)C2CCCC2)c1
2101,QAWOQFIMBHMFMT-UHFFFAOYSA-N,OADMET-0003265,O=S(=O)(Nc1ccc(F)c(Cl)c1)c1cnc2ccccc2c1
2102,VHNYUZCBKCYTFS-UHFFFAOYSA-N,OADMET-0003264,O=C(c1ccc(F)c2ccncc12)N(Cc1ccccc1)C(CO)C1CCC1
2103,BCEWRPCOXYDBSD-UHFFFAOYSA-N,OADMET-0003263,Cc1cnn(-c2ccncc2N2C(=O)NC3(CC(c4ccccc4Cl)C3)C2=O)c1
2104,YPDRFOWJDCLBHW-PIJUOJQZSA-N,OADMET-0003262,C[C@H](NC(=O)C1(C#N)CC12CCCC2)c1ccc(Br)cc1F
2105,GHBJCJPSHWBOJK-UHFFFAOYSA-N,OADMET-0003261,Cc1ccnc2ccc(-c3ccc(N4CCC(O)C4)cc3)cc12
2106,ARLOOGFFXXFWSM-UHFFFAOYSA-N,OADMET-0003260,CCC(C)n1nc(NC(=O)NCc2nc(C)c(C)s2)cc1C
2107,PEXZPSYIEQFUOC-UHFFFAOYSA-N,OADMET-0003258,Cc1nsc(N2CCCN(c3ccc(C(F)(F)F)c(C#N)c3)CC2)n1
2108,UOYBHIONASJOKF-UHFFFAOYSA-N,OADMET-0003257,CC1(NC(=O)c2ccc(S(=O)(=O)NC3CC3)cc2)CC=CCC1
2109,FCXWBNLWPQMURM-UHFFFAOYSA-N,OADMET-0003256,Cc1ccc(CNC(=O)NC2(C)Cc3ccccc3C2)c(=O)n1C
2110,BBPPTNMRVLSBLU-UHFFFAOYSA-N,OADMET-0003255,CC(C(=O)Nc1cc(Cl)ccc1Cl)N(C)CC1CCCC1O
2111,UYUUAFPDPUVZAK-UHFFFAOYSA-N,OADMET-0003254,O=C(CCCc1cccs1)Nc1nc2c(s1)C(=O)NCC2
2112,LODZKHHZAIWPKV-UHFFFAOYSA-N,OADMET-0003253,O=C(c1ccnc(C(=O)N2CCCC3(CC3)C2)c1)N1CCCC2(CC2)C1
2113,DCLUHTRDULUYBE-JOCQHMNTSA-N,OADMET-0003252,NC(=O)c1ccc(S(=O)(=O)N[C@H]2C[C@H](c3ccccc3F)C2)cc1
2114,RCKVVFKGCLFGIN-UHFFFAOYSA-N,OADMET-0003251,CN(C)S(=O)(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)c1
2115,VFRIMRHWIABOLX-UHFFFAOYSA-N,OADMET-0003250,CCC1CN(S(=O)(=O)c2ccccc2S(N)(=O)=O)c2cccc(Cl)c2O1
2116,JMHYMYYFTOWZOE-UHFFFAOYSA-N,OADMET-0003249,CCC1(CC)CNC(=O)C1NC(=O)c1nc(-c2ccco2)sc1C
2117,ISTVQRMBDXXFIL-UHFFFAOYSA-N,OADMET-0003248,O=C(C1SCCc2sccc21)N1CCC(c2ccncc2)CC1
2118,LHQZIIABNMJOFW-UHFFFAOYSA-N,OADMET-0003247,COc1ccc2cc(C(=O)NC(C)C3(N4CCOCC4)CCCC3)[nH]c2c1
2119,TZXXXQOWLNHNKD-UHFFFAOYSA-N,OADMET-0003246,CN(C)C(=O)N1CCC(C(=O)N2CCN(C3CC3)c3ccccc32)CC1
2120,VCYLTELSTDKLJR-UHFFFAOYSA-N,OADMET-0003245,CC(C)(CC#N)CS(=O)(=O)N1Cc2ccccc2C2(CC2)C1
2121,YRTKTEHWARBBDO-UHFFFAOYSA-N,OADMET-0003244,Cc1cc(S(=O)(=O)Nc2cccc3c2OCCC3)sc1C
2122,WFVSDBTXMRGQAP-UHFFFAOYSA-N,OADMET-0003243,CC(Nc1ncnc2[nH]ccc12)c1ccc(OCc2cccnc2)cc1
2123,BQUBFWBDFIHVTK-CYBMUJFWSA-N,OADMET-0003242,CC[C@@H]1C(=O)NCCCN1Cc1nc(-c2cccc(Cl)c2)no1
2124,RASGZHDTHAJHKS-UHFFFAOYSA-N,OADMET-0003241,Cc1cc(C2CC2)nc(NC(=O)c2nc3ccccc3cc2C2CC2)n1
2125,CWHAVRGSJLYPDK-UHFFFAOYSA-N,OADMET-0003240,O=C(CC1(c2ccccc2)CCCO1)Nc1nn(Cc2ccccc2F)cc1Br
2126,KMRXIPIOAUJDBO-UHFFFAOYSA-N,OADMET-0003239,CCc1cc(NC(=O)N2CCN(c3ncnc4sccc34)CC2)no1
2127,VFHRCOLYDWSHHU-UHFFFAOYSA-N,OADMET-0003238,COCC1CN(C(=O)C2(S(=O)(=O)c3ccccc3)CCCCC2)CC(C)(C)O1
2128,KRRKXGZIFKRFDI-UHFFFAOYSA-N,OADMET-0003237,Cc1ccc(C2CC(C)N(S(=O)(=O)Cc3cccc(C#N)c3)C2)cc1
2129,HJWNBMPWZUYAMW-UHFFFAOYSA-N,OADMET-0003236,COc1ccc2nccc(N3CCCC(N4CCNC4=O)C3)c2c1
2130,DSOJAHVZWREJTJ-UHFFFAOYSA-N,OADMET-0003235,CC1Cc2cccc(S(=O)(=O)Nc3ccc(OC(F)F)cn3)c2O1
2131,DJFNSXOKPDJGJR-UHFFFAOYSA-N,OADMET-0003234,CCOc1ccc(S(=O)(=O)Nc2c(C)cccc2CC)cc1OCC
2132,ZAKKSJYTLQNJJB-UHFFFAOYSA-N,OADMET-0003233,COc1cc(S(=O)(=O)N2CCCc3cccc(OC)c32)sn1
2133,QGQQRPHAUFJGFI-LBPRGKRZSA-N,OADMET-0003232,O=C(N[C@H]1CC2(CCCC2)Oc2ccc(Cl)cc21)c1c[nH]nn1
2134,HRGHCIWBUYKSCA-UHFFFAOYSA-N,OADMET-0003231,Cc1ccc(F)c2oc(C(=O)NCC3CCC34CCOCC4)cc12
2135,GHVWWLYPSLTUDX-UHFFFAOYSA-N,OADMET-0003230,CCN1CCN(C(=O)C(C)(C)c2csc(-c3c(Cl)cccc3Cl)n2)CC1=O
2136,UDGDVSXAOKPZHE-UHFFFAOYSA-N,OADMET-0003229,CC(NS(=O)(=O)c1cccc(Cl)c1O)c1cccc(S(=O)(=O)N(C)C)c1
2137,PDFCYYCDILPAGT-UHFFFAOYSA-N,OADMET-0003228,CC1Cc2ccccc2N1C(=O)c1cc2ccccc2c(=O)n1C
2138,MAYGNRMRBCYUPW-UHFFFAOYSA-N,OADMET-0003227,c1ccc(OCC2CN(c3nc(-c4cccnc4)nc4ccccc34)CCO2)cc1
2139,DKWYIUUBNOMTFL-UHFFFAOYSA-N,OADMET-0003226,O=C(c1noc2c1CCCCC2)N1CCn2cccc2C1c1ccccc1
2140,WTXSTNLTFHAKSU-UHFFFAOYSA-N,OADMET-0003225,O=C(Cc1ccon1)N1CCN(c2ncnc3ccsc23)CC1
2141,OIGAMNBRMKHQFG-UHFFFAOYSA-N,OADMET-0003224,CCOC(=O)c1oc2ccc(S(=O)(=O)N(C)Cc3c(C)noc3C)cc2c1C
2142,FLSQQEOSBFMSDU-UHFFFAOYSA-N,OADMET-0003223,COc1ccccc1CC(C)N(C)c1ccnc2c1c(C)nn2C
2143,MVVQOOQOXKXXNX-UHFFFAOYSA-N,OADMET-0003222,CC(NC(=O)c1ccc(C(F)(F)F)cc1N1CCCC1)c1nc[nH]n1
2144,SUGLTFAJWIOHPU-UHFFFAOYSA-N,OADMET-0003221,CCNS(=O)(=O)c1ccc2c(c1)N(C(=O)C1CCc3cccnc31)CC2
2145,SFGXWGJYDMCMMV-UHFFFAOYSA-N,OADMET-0003220,CCn1c(C2CCCN2c2cc(C)nc(OC)n2)nc2ccccc21
2146,CTWHPSUBWMWUBG-UHFFFAOYSA-N,OADMET-0003219,CC(C)(C)OC(=O)N1CCC12CN(C(=O)c1n[nH]c3ccccc3c1=O)C2
2147,GYHHEGYPQJDMLL-UHFFFAOYSA-N,OADMET-0003218,CN(C)c1cc(C(=O)N2CCC(Oc3ccccn3)C2)c2ccccc2n1
2148,LVHWZRNQJDKLTI-UHFFFAOYSA-N,OADMET-0003217,Cn1ccnc1CN1CCC(c2c[nH]c3ccccc23)CC1
2149,CZKCFUSVKAUENE-UHFFFAOYSA-N,OADMET-0003216,COC(=O)c1cc2c(N3CC(C)c4ccc(OC)cc43)ncnc2[nH]1
2150,LXUZXBQSMPWWGQ-UHFFFAOYSA-N,OADMET-0003215,O=S(=O)(Nc1cnc2c(F)cccc2c1)c1ccnn1C1CCC1
2151,CATMHMZCJMXRLC-UHFFFAOYSA-N,OADMET-0003214,CCOC(=O)C1(c2cn(Cc3nn(C)c4c3CCC4)nn2)CCC1
2152,IZPUTNZFXQZWQV-UHFFFAOYSA-N,OADMET-0003213,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1ccc2[nH]cnc2c1
