smiles,pxr,null,pxr_pap,fxr,pparg,lxra,rxra,vdr
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,,4.9,,,,,
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,6.69,2.0,,,,,,
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,6.22,2.82,,,,,,
CO[C@H]1CC2=C3[C@H](C)C[C@@H]([C@@H](O)C(C)(C)O)O[C@H]3C[C@]2(C)[C@@]2(C)CC[C@H]3C(C)(C)C(=O)CC[C@]3(C)[C@H]12,,,,4.84,,,,
CO[C@H]1CC[C@@H](CN2CCN(c3ccc(CO)c(S(C)(=O)=O)c3)C[C@@H]2C(C)C)CC1,,,,,,6.035,,
CO[C@H]1CN(C(=O)CCc2ccc(C)cc2C)C[C@@H]1O,3.64,,,,,,,
CO[C@H]1CN(C2CCN(C(=O)COCc3ccccc3)CC2)[C@H]1c1cccnc1,4.56,,,,,,,
CO[C@H]1CN(C2CSCCSC2)C[C@@H]1O,3.69,,,,,,,
CO[C@H]1COC[C@H]1NC(=O)c1c(Cl)cccc1OCC1CC1,4.72,3.0,,,,,,
CO[C@H]1C[C@@H](C(=O)N2CCCC2)N(C(=O)c2ccn(Cc3ccccc3)n2)C1,5.14,2.94,,,,,,
CO[C@H]1C[C@@H](CN2CCCC2)N(c2ncnc3ccccc23)C1,4.26,4.42,,,,,,
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,,5.525,,,,,
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,2.04,3.25,,,,,,
CO[C@H]1C[C@@]2(C)C(=C1[C@H](C)C[C@H](O)[C@@H](OC(C)=O)C(C)(C)O)[C@H](O)C[C@H]1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]12C,,,,4.78,,,,
CO[C@H]1C[C@H](CNC(=O)Nc2c(-c3ccccc3)[nH]c3ccccc23)C1,4.85,3.91,,,,,,
CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)C2SCCc3ccccc32)C1,4.38,4.59,,,,,,
CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)c2cc(C(C)C)n(C(C)(C)C)n2)C1,5.27,1.83,,,,,,
CO[C@H]1C[C@H](c2nnc(C)o2)N(CC2CCc3ccccc3C2)C1,4.75,3.99,,,,,,
CO[C@H]1C[C@H](c2nnc(C)o2)N(Cc2nc(C(C)(C)C)cs2)C1,3.91,2.42,,,,,,
CO[C@]1(C(F)(F)F)CC[C@@H](CN2CCN(c3ccc(CO)c(S(C)(=O)=O)c3)C[C@@H]2C(C)C)CC1,,,,,,8.3,,
CO[C@]1(C(F)(F)F)CC[C@H](CN2CCN(c3ccc(CO)c(S(C)(=O)=O)c3)C[C@@H]2C(C)C)CC1,,,,,,7.52,,
CO[C@]1(Cc2ccccc2)NC(=O)[C@@H](C)n2c1nc1c(O)cccc1c2=O,,,,,,5.29,,
CO[C@]1(Cc2ccccc2)NC(=O)[C@@H](C)n2c1nc1c(c2=O)C=CC=CO1,,,,,,4.82,,
CO[C@]1(c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)C[C@H](c2cccc(C(=O)O)c2)C1,,,,7.045,,,,
COc1c(-c2csc3ccc(/C(C)=C/C(=O)O)cc23)cc(C(C)C)cc1C(C)C,,,,,,,6.785,
COc1c(Br)cccc1COc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,,,,,6.33,,,
COc1c(C#CC23CCC(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)cccc1C(=O)O,,,,6.375,,,,
COc1c(C(=O)N2CCC(Cc3nccs3)C2)[nH]c2ccccc12,4.87,3.17,,,,,,
COc1c(C(=O)N2CCN(C3CC3)c3ccccc32)cnc2c1cnn2C,5.46,1.95,,,,,,
COc1c(C(=O)Nc2ccc(CC(=O)O)cc2)cccc1-c1ccccc1,,,,5.3,,,,
COc1c(C(=O)Nc2ccc(CC(=O)O)cc2)cccc1C(C)(C)C,,,,5.48,,,,
COc1c(C(=O)O)cccc1-c1noc(C23CCC(/C=C/c4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)n1,,,,8.0,,,,
COc1c(C(=O)O)cccc1-c1noc(C23CCC(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)n1,,,,7.050000000000001,,,,
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,6.58,2.24,,,,,,
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,,5.17,,,,,
COc1c(C)cccc1CNC(=O)NC1CCOCC12CCCC2,5.28,3.75,,,,,,
COc1c(C)cnc(CN(C)C(=O)NC2CCCOC2CC(C)C)c1C,5.41,2.67,,,,,,
COc1c(CC=C(C)C)c(=O)[nH]c2c(OC)c(O)ccc12,,,,,5.01,,,
COc1c(CC=C(C)C)c(O)c(C(=O)O)c(CCc2ccccc2)c1CC=C(C)C,,,,,6.16,,,
COc1c(CN(C(=O)C2CC2)c2ccccc2)ccc2c1OC(C)(C)C=C2,,,,5.0,,,,
COc1c(Cl)c(C)cc2cc(O)c3c(c12)C(=O)c1cc2c(c(O)c1C3=O)C(C)OC2=O,,,,,6.5,,,
COc1c(Cl)cccc1C(=O)NCCc1cnn(-c2ccccc2)n1,5.02,1.95,,,,,,
COc1c(F)cccc1C(=O)Nc1ccc2c(c1)CC(C)O2,4.24,,,,,,,
COc1c(F)cccc1N(C)S(=O)(=O)c1ccc(F)c2ncccc12,5.57,4.17,,,,,,
COc1c(F)cccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2)cc1,,,,,7.68,,,
COc1c(OC)c(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,,,,,5.27,,,
COc1c(\C(C)=C/C=C/C(C)=C/C(=O)O)cc(C(C)(C)C)cc1C(C)(C)C,,,,,,,8.22,
COc1c(\C(C)=C/C=C/C(C)=C/C(=O)O)cc(C(C)C)cc1C(C)C,,,,,,,8.85,
COc1c[nH]c(C(=O)N[C@H]2C[C@H](c3cc(=O)[nH]c(C4CC4)n3)C2)cc1=O,2.74,,,,,,,
COc1cc(-c2ccc(C(C)N3CCCC3)cc2)nc(N)n1,3.62,,,,,,,
COc1cc(-c2ccc(CC(=O)O)cc2)cc(C(F)(F)F)c1,,,,,,,6.28,
COc1cc(-c2cccc(N(CC34CCC(c5cc(C(F)(F)F)ccn5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)ccn1,,,,5.98,,,,
COc1cc(-c2cccc(N(CC34CCC(c5ccc(C(C)(C)C#N)cc5)(CC3)OC4)C(=O)C3CCC3)c2)ccn1,,,,6.5,,,,
COc1cc(-c2cccc(N(CC34CCC(c5ccc(C(C)(C)C#N)cc5)(CC3)OC4)C(=O)C3CCCC3)c2)ccn1,,,,6.05,,,,
COc1cc(-c2cccc(N(CC34CCC(c5ccc(C6(C#N)CC6)cc5)(CC3)OC4)C(=O)C34CC(F)(C3)C4)c2)ccn1,,,,6.62,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nc(C)no5)(CC3)OC4)C(=O)C34CC(F)(C3)C4)c2)ccn1,,,,6.36,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nc(C6CC6)no5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)ccc1F,,,,6.16,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nc(C6CC6)no5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)ccn1,,,,6.81,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nc(C6CC6)no5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn2ncnc12,,,,5.82,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nc(C6CC6)no5)(CC3)CC4)C(=O)C3CCCCC3)c2)ccn1,,,,7.02,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nnc(C)s5)(CC3)CC4)C(=O)C3CC(F)(F)C3)c2)ccn1,,,,5.75,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nnc(C)s5)(CC3)CC4)C(=O)C3CC(O)(C(F)(F)F)C3)c2)ccn1,,,,5.81,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nnc(C)s5)(CC3)CC4)C(=O)C3CCC(F)(F)C3)c2)ccn1,,,,6.05,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nnc(C)s5)(CC3)CC4)C(=O)C3CCCC3)c2)ccn1,,,,5.96,,,,
COc1cc(-c2cccc(N(CC34CCC(c5nnc(C6CC6)o5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)ccn1,,,,6.92,,,,
COc1cc(-c2cccnc2)ccc1-c1nnc(C2(c3ccc(Cl)cc3)CCC2)n1C,,,5.34,,,,,
COc1cc(-c2noc(C34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)n2)cc(C(=O)O)n1,,,,5.69,,,,
COc1cc(-c2noc(C34CCC(OCc5c(-c6c(Cl)cnn6C)noc5C5CC5)(CC3)CC4)n2)cc(C(=O)O)n1,,,,9.0,,,,
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,,,,,5.46,,,
COc1cc(-n2cc(COc3ncc(C)cn3)nn2)ccc1Cl,,,,,,,7.72,
COc1cc(-n2cc(COc3ncccn3)nn2)ccc1Cl,,,,,,,6.16,
COc1cc(-n2cc(COc3ncccn3)nn2)ccc1F,,,,,,,6.0,
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Br,,,6.1899999999999995,,,,,
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C,,,6.26,,,,,
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C#N,,,6.2,,,,,
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)=O,,,6.175,,,,,
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)C,,,6.025,,,,,
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Cl,,,6.135,,,,,
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1F,,,5.7,,,,,
COc1cc(/C(C)=N/OCCCCO/N=C(/CCC(=O)O)c2ccccc2)ccc1C,,,,,5.8,,,
COc1cc(/C(C)=N/OCCCCO/N=C(/CCC(=O)O)c2ccccc2)ccc1F,,,,,6.16,,,
COc1cc(/C(C)=N/OCc2cc(C(=O)O)ccc2C#N)ccc1OCc1c(-c2ccccc2OC(F)(F)F)noc1C1CC1,,,,6.01,,,,
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,,,,,,,,4.7
COc1cc(/C=C/C(=O)c2ccc3c(c2)sc(=O)n3CCOc2ccc(CC(OCC(F)(F)F)C(=O)O)cc2)cc(OC)c1,,,,,6.0,,,
COc1cc(/C=C/c2ccc3c(c2)sc(=O)n3CCOc2ccc(CC(OCC(F)(F)F)C(=O)O)cc2)cc(OC)c1,,,,,7.7,,,
COc1cc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc(OC)c1,,,,,,4.89,,
COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)cc(F)c2)[C@@H]3C)ccc1-n1cnc(C)c1,,,4.82,,,,,
COc1cc(/C=C2\SC(Nc3ccc(S(N)(=O)=O)cc3)=NC2=O)ccc1OCCc1ccccc1,,,,,4.95,,,
COc1cc(/C=C2\SC(Nc3ccc(S(N)(=O)=O)cc3)=NC2=O)ccc1OCc1ccc(C)cc1,,,,,5.31,,,
COc1cc(/C=N/NC(=O)c2cccc(NC(=O)c3ccccc3)c2)ccc1O,,,4.12,,,,,
COc1cc(Br)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,5.775,,,,,
COc1cc(Br)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,6.24,,,,,
COc1cc(Br)ccc1NC(=O)C(C)c1cn(C)c2ccccc12,5.65,4.96,,,,,,
COc1cc(C#CC23CCC(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)cc(C(=O)O)c1,,,,7.62,,,,
COc1cc(C#CC23CCC(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)nc(C(=O)O)c1,,,,6.41,,,,
COc1cc(C#N)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,5.8,,,,,
COc1cc(C#N)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,6.0,,,,,
COc1cc(C#N)ccc1OCC(=O)N1CCCC1C1CCCC1O,4.97,3.14,,,,,,
COc1cc(C(=O)N(Cc2ccccc2)C2CC(C)(C)OC2(C)C)on1,4.48,2.3,,,,,,
COc1cc(C(=O)N2CCC(OC(C)C)CC2)c2ccccc2n1,4.45,3.03,,,,,,
COc1cc(C(=O)N2CCCCC2c2ncccn2)cc(OC)c1C,5.4,2.3,,,,,,
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,4.95,,,,,,,
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,1.81,,,,,,,
COc1cc(C(=O)NC2CCCN(c3ccccn3)C2)cc2c1OC(C)C2,5.3,4.06,,,,,,
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,3.1,3.04,,,,,,
COc1cc(C(=O)NCC2(N(C)C)CCCC2)cc(OC)c1OCc1ccccc1,5.19,1.93,,,,,,
COc1cc(C(=O)NCCC(C)C)c([N+](=O)[O-])cc1OC,3.85,,,,,,,
COc1cc(C(=O)NCCN2CCc3sccc3C2)ccc1C,4.67,4.91,,,,,,
COc1cc(C(=O)NCc2ccc(C(=O)O)cc2)ccc1C(C)(C)C,,,,5.92,,,,
COc1cc(C(=O)NS(=O)(=O)c2cc(Cl)cc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,,,,,6.13,,,
COc1cc(C(=O)NS(=O)(=O)c2cccc(C(F)(F)F)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,,,,,6.46,,,
COc1cc(C(=O)NS(=O)(=O)c2cccc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,,,,,6.43,,,
COc1cc(C(=O)NS(=O)(=O)c2cccc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,,,,,6.85,,,
COc1cc(C(=O)NS(=O)(=O)c2cccc(F)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,,,,,6.7,,,
COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,,,,,6.52,,,
COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,,,,,6.64,,,
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCC3)cc12,,,,,5.6,,,
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,,,,,6.17,,,
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,5.18,3.99,5.06,5.525,5.61,,,
COc1cc(C(=O)N[C@H](C)c2oc3ccccc3c2C)cc(Cl)c1O,4.57,1.82,,,,,,
COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,4.56,3.05,,,,,,
COc1cc(C(=O)Nc2ccc(CC(=O)O)cc2)ccc1C(C)(C)C,,,,6.66,,,,
COc1cc(C(=O)O)c([N+](=O)[O-])cc1OC,2.03,,,,,,,
COc1cc(C(=O)O)cc(OC)c1OC,1.88,,,,,,,
COc1cc(C(=O)O)cc(OC)c1OCc1ccccc1,2.87,,,,,,,
COc1cc(C(=O)O)cc2ccc(OCC34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)nc12,,,,7.21,,,,
COc1cc(C(=O)O)cc2sc(C3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)C3)nc12,,,,6.58,,,,
COc1cc(C(=O)O)cc2sc(C3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)CC3)nc12,,,,6.7,,,,
COc1cc(C(=O)O)cc2sc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)nc12,,,,9.31,,,,
COc1cc(C(=O)O)cc2sc(N3CCC(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)CC3)nc12,,,,7.13,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)CC3(C)C)nc12,,,,7.165,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)CC3)nc12,,,,7.17,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)CC34CC4)nc12,,,,5.91,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)CC3C(C)C)nc12,,,,6.84,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)CC3C)nc12,,,,7.465,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)C[C@@H]3C)nc12,,,,6.76,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)C[C@H]3C)nc12,,,,7.54,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3C)nc12,,,,7.744999999999999,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)C[C@@H]3C)nc12,,,,7.355,,,,
COc1cc(C(=O)O)cc2sc(N3CCN(Cc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)C[C@H]3C)nc12,,,,8.025,,,,
COc1cc(C(=O)O)cc2sc(N3[C@@H]4CC[C@H]3C[C@@H](OC(=O)c3c(-c5c(Cl)cccc5Cl)noc3C3CC3)C4)nc12,,,,8.0,,,,
COc1cc(C(=O)O)cc2sc(N3[C@@H]4CC[C@H]3C[C@@H](OC(=O)c3c(-c5c(F)cccc5F)noc3C3CC3)C4)nc12,,,,7.5,,,,
COc1cc(C(=O)O)ccc1Cn1ccc2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc21,,,,6.58,,,,
COc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,,,,5.555,,,,
COc1cc(C(=O)O)ccc1OCC12CCC(/C=C/c3c(-c4c(Cl)cncc4Cl)noc3C3CC3)(CC1)CC2,,,,7.75,,,,
COc1cc(C(=O)O)nc2ccc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)cc12,,,,7.505,,,,
COc1cc(C(=O)O)nc2ccc(C#CC34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)cc12,,,,7.24,,,,
COc1cc(C(=O)O)nc2ccc(OCC34CCC(/C=C/c5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)cc12,,,,7.0,,,,
COc1cc(C(=O)O)nc2ccc(OCC34CCC(OCc5c(-c6ccccc6C(F)(F)F)noc5C5CC5)(CC3)CC4)cc12,,,,6.82,,,,
COc1cc(C(C)(C)C)ccc1C(=O)Nc1ccc(CC(=O)O)cc1,,,,8.465,,,,
COc1cc(C(C)=O)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,5.85,,,,,
COc1cc(C(C)=O)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,6.58,,,,,
COc1cc(C(C)C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,5.890000000000001,,,,,
COc1cc(C(C)C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,5.855,,,,,
COc1cc(C(C)NC(=O)N2CCOC[C@H]2C)cc2ccccc12,4.68,4.2,,,,,,
COc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,,,,,8.15,,,
COc1cc(C(F)(F)F)ccc1[C@@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,,,,,8.7,,,
COc1cc(C(F)(F)F)ccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,,,,,7.14,,,
COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCC4CCN(C)CC4)c(/C=C(\CCC4CC4)C(=O)O)c3)cc12,,,,,5.12,,,
COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C(\C)C(=O)O)c3)cc12,,,,,5.03,,,
COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C(\CC4CC4)C(=O)O)c3)cc12,,,,,5.08,,,
COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C/C(=O)O)c3)cc12,,,,,4.96,,,
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,,,5.01,,,,,
COc1cc(C)c(C(C)C)cc1S(=O)(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,5.22,,,,,,,
COc1cc(C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,6.035,,,,,
COc1cc(C)c(C)cc1S(=O)(=O)N[C@H]1CCN(Cc2ccccc2)C1,5.05,1.84,,,,,,
COc1cc(C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,,,5.92,,,,,
COc1cc(C)c(NC(=O)Cn2sc3ccccc3c2=O)cc1C(F)(F)F,5.05,3.94,,,,,,
COc1cc(C)c2c(c1)CC[C@@](C)(CC/C=C(\C)CC/C=C(\C)C(=O)O)O2,,,,,6.0,,,
COc1cc(C)c2c(c1)O[C@@]1(C)Cc3cc4c(c(O)c3[C@@H]2O1)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C4(C)C,,,,,,5.0,,
COc1cc(C)ccc1CNC(=O)c1ccc(F)cc1C,4.92,3.68,,,,,,
COc1cc(C)ccc1NC(=O)C1CC2(C)CCCN2S1(=O)=O,5.14,2.35,,,,,,
COc1cc(C)ccc1NC(=O)c1cccc(-c2ncn[nH]2)c1,4.45,4.18,,,,,,
COc1cc(C)nc(N2CCCC(Nc3ccccc3)C2)n1,4.83,1.86,,,,,,
COc1cc(C)nc(N2CCN(C(=O)c3cccc(C(C)C)n3)CC2)n1,5.38,3.75,,,,,,
COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCOc1cc(C)nc2ccccc12,,,,,6.03,,,
COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCOc1cccc2ccc(C)nc12,,,,,6.1,,,
COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCn1c2ccccc2c2ccccc21,,,,,6.09,,,
COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCn1ccc2cccnc21,,,,,6.14,,,
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,4.56,4.42,,,,,,
COc1cc(C=O)ccc1OCC(=O)NC1CCCc2ccccc21,4.91,,,,,,,
COc1cc(C=O)ccc1OCc1ncc(C)c(OC)c1C,4.47,,,,,,,
COc1cc(CCC(=O)N2CCC(Cc3ccccc3)C2)on1,4.85,3.44,,,,,,
COc1cc(CCC(=O)N2CCC(c3cc(C)n[nH]3)CC2)ccc1OCC(F)(F)F,5.21,1.83,,,,,,
COc1cc(CCC[C@H]2OC(=O)NC2=O)ccc1OCc1nc(-c2ccco2)oc1C,,,,,8.05,,,
COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C,,,,,7.14,,,
COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(\C)CC=C(C)C,,,,,7.43,,,
COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(\C)CCC=C(C)C,,,,,7.3,,,
COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1CC=C(C)C,,,,,6.484999999999999,,,
COc1cc(CN(Cc2ccco2)Cc2nc(-c3ccccc3)oc2C)ccc1OC(C)(C)C(=O)O,,,,,6.75,,,
COc1cc(CN)ccc1O,2.49,,,,,,,
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,,,4.9399999999999995,,,,,
COc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,,,,,7.03,,,
COc1cc(CNC(=O)c2cc(-c3ccc(C(C)(C)C)cc3)n(C)n2)ccc1OC(C)(C)C(=O)O,,,,,6.75,,,
COc1cc(CNC(=O)c2cc(-c3ccc(CC(C)C)cc3)n(C)n2)ccc1OC(C)(C)C(=O)O,,,,,6.89,,,
COc1cc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc(OC)c1,,,,,8.0,,,
